,Source,Target
3922,Tom held his breath for one minute.,টম এক মিনিট ধরে তার নিশ্বাস আটকে রাখলো।
3923,"Unfortunately, it rained yesterday.",দুর্ভাগ্যবশত গতকাল বৃষ্টি হয়েছিলো।
3924,"Waiter, please bring me some water.","ওয়েটার, আমার জন্য একটু জল এনো।"
3925,We would like to stay here tonight.,আমরা এখানে আজ রাতের জন্য থাকতে চাই।
3926,We're desperate to find a solution.,আমরা একটি সমাধান খোঁজার জন্য মরিয়া হয়ে আছি।
3927,What language is spoken in America?,আমেরিকাতে কোন ভাষায় কথা বলা হয়?
3928,What time do you usually eat lunch?,আপনি এমনিতে দুপুরের খাবার কটার সময় খান?
3929,What time do you usually eat lunch?,আপনি এমনিতে লাঞ্চ কটার সময় খান?
3930,What time do you usually eat lunch?,আপনি এমনিতে লাঞ্চ কটার সময় করেন?
3931,What time do you usually go to bed?,আপনি এমনিতে কটার সময় ঘুমাতে যান?
3932,What time do you usually go to bed?,তুমি এমনিতে কটার সময় ঘুমাতে যাও?
3933,Wolves won't usually attack people.,নেকড়েরা সাধারণত মানুষদের আক্রমণ করে না।
3934,You're sitting too close to the TV.,আপনি টিভির খুব কাছে বসে আছেন।
3935,About thirty villagers were injured.,প্রায় তিরিশজন গ্রামবাসী আহত হয়েছেন।
3936,Another possibility occurred to Tom.,টমের আরেকটি সম্ভাবনার কথা মনে পড়ল।
3937,Arabic is a very important language.,আরবী খুব গুরুত্বপূর্ণ ভাষা।
3938,Could you reduce the price a little?,আপনি কি দামটা একটু কমাতে পারবেন?
3939,"Could you speak more slowly, please?",আপনি কি অনুগ্রহ করে আরো ধীরে ধীরে কথা বলতে পারবেন?
3940,Does the room have air conditioning?,এই ঘরে এসি আছে?
3941,Does the room have air conditioning?,এই ঘরে শীততাপ নিয়ন্ত্রন করা যায়?
3942,He spent the evening reading a book.,ও সন্ধ্যেবেলা বই পড়ে কাটায়।
3943,He spent the evening reading a book.,উনি সন্ধ্যেবেলা বই পড়ে কাটান।
3944,He spent the evening reading a book.,সে সন্ধ্যেবেলা বই পরে কাটা্য়।
3945,He spent the evening reading a book.,তিনি সন্ধ্যেবেলা বই পরে কাটান।
3946,He stuck the broken pieces together.,উনি ভাঙ্গা টুকরোগুলো জোড়া লাগালেন।
3947,How can I get to the police station?,আমি পুলিশ স্টেশনে কিভাবে যাব?
3948,I am staying at a hotel in New York.,আমি নিউ ইয়র্কে একটা হোটেলে রয়েছি।
3949,I got up at six-thirty this morning.,আমি আজ সকাল ছটা তিরিশে উঠেছি।
3950,I have a tattoo on my left shoulder.,আমার বাঁ কাঁধে একটা উল্কি আছে।
3951,I lost my key somewhere around here.,আমি এই কাছাকাছির মধ্যেই কোথাও আমার চাবি হারিয়ে ফেলেছি।
3952,I lost my key somewhere around here.,আমি এই আশেপাশেই কোথাও আমার চাবি হারিয়ে ফেলেছি।
3953,I think Tom is Mary's older brother.,আমার মনে হয় টম মেরির বড়ো ভাই।
3954,I used to be able to play that song.,আমি ওই গানটা বাজাতে পারতাম।
3955,I used to be able to sing that song.,আমি ওই গানটা গাইতে পারতাম।
3956,I'm getting off at the next station.,আমি পরের স্টেশনে নেমে যাচ্ছি।
3957,I'm going to study French next year.,আমি পরের বছর ফরাসি শিখবো।
3958,Let's listen to what Tom has to say.,টমের কি বলার আছে শোনা যাক।
3959,Noodles are usually made from wheat.,নুডলস সাধারণত ময়দা দিয়ে তৈরি হয়।
3960,Patience is essential for a teacher.,একজন শিক্ষকের জন্য ধৈর্য্য অত্যাবশ্যক।
3961,Refrigerators help to preserve food.,রেফ্রিজারেটর খাবার সংরক্ষণে সাহায্য করে।
3962,The audience was mostly businessmen.,দর্শকদের মধ্যে বেশিরভাগই ব্যবসায়ী ছিলো।
3963,The soldiers surrounded the village.,সৈন্যরা গ্রামটাকে ঘিরে ফেললো।
3964,The village I live in is very small.,আমি যে গ্রামে থাকি সেটা খুব ছোটো।
3965,Tom Jackson has written three books.,টম জ্যাকসন তিনটে বই লিখেছেন।
3966,Tom almost forgot about the meeting.,টম মিটিঙ্গের কথাটা প্রায় ভুলেই গেছিলো।
3967,Tom certainly plays the guitar well.,টম গীটারটা সত্যিই খুব ভালো বাজায়।
3968,Tom has written more than 300 songs.,টম ৩০০র ও বেশি গান লিখেছে।
3969,Tom reluctantly went to the dentist.,অনিচ্ছা সত্বেও টম দাঁতের ডাক্তারের কাছে গেলো।
3970,Tom seems to be listening carefully.,টম খুব মন দিয়ে শুনছে বলে মনে হচ্ছে।
3971,Turn right at the next intersection.,পরের মোড়টায় ডানদিকে বেঁকে যাবেন।
3972,We can't sleep because of the noise.,আওয়াজের জন্য আমরা ঘুমাতে পারছি না।
3973,We can't sleep because of the noise.,শব্দের জন্য আমরা ঘুমাতে পারছি না।
3974,What time does the dining room open?,খাবার ঘরটা কখন খোলে?
3975,What time does the next train leave?,পরের ট্রেনটা কটার সময় ছাড়ে?
3976,When did you begin studying English?,তুমি ইংরাজি পড়া কবে থেকে শুরু করলে?
3977,When did you begin studying English?,আপনি ইংরাজি পড়া কবে থেকে শুরু করলেন?
3978,Where is the entrance to the museum?,জাদুঘরে ঢোকার রাস্তাটি কোথায়?
3979,Where is the entrance to the museum?,জাদুঘরে ঢোকার দরজাটি কোথায়?
3980,"Will you fill out this form, please?",আপনি কি অনুগ্রহ করে এই ফর্মটি পূরণ করবেন?
3981,Would you like to come out and play?,বাইরে খেলতে যাবে?
3982,Would you like to come out and play?,বাইরে খেলতে যাবেন?
3983,Would you please fill out this form?,আপনি কি অনুগ্রহ করে এই ফর্মটি পূরণ করবেন?
3984,"Do you speak German? ""No, I don't.""","আপনি কি জার্মান বলতে পারেন? ""না, আমি পারি না।"""
3985,"Do you speak German? ""No, I don't.""","তুমি কি জার্মান বলতে পারো? ""না, আমি পারি না।"""
3986,Any student can answer that question.,যে কোনো ছাত্রই ওই প্রশ্নের উত্তর দিতে পারে।
3987,Could you take me to the Grand Hotel?,আমাকে কি গ্রান্ড হোটেলে নিয়ে যেতে পারবেন?
3988,Do you have this in any other colors?,আপনার কাছে এটা কি অন্য কোনো রঙের আছে?
3989,Do you understand what I want to say?,আমি কী বলতে চাইছি আপনি বুঝতে পারছেন?
3990,Do you understand what I want to say?,আমি যা বলতে চাইছি আপনি কি তা বুঝতে পারছেন?
3991,Do you understand what I want to say?,আমি কী বলতে চাইছি তুমি বুঝতে পারছো?
3992,Do you understand what I want to say?,আমি যা বলতে চাইছি তুমি কি তা বুঝতে পারছো?
3993,He doesn't eat anything except fruit.,সে ফল ছাড়া অন্য কিছু খায় না।
3994,He doesn't eat anything except fruit.,ও ফল ছাড়া অন্য কিছু খায় না।
3995,He doesn't eat anything except fruit.,উনি ফল ছাড়া অন্য কিছু খান না।
3996,He doesn't eat anything except fruit.,তিনি ফল ছাড়া অন্য কিছু খান না।
3997,His dog follows him wherever he goes.,"তিনি যেখানে যেতেন, তাঁর কুকুর তাঁর পছনে পেছনে যেত।"
3998,His dog follows him wherever he goes.,"উনি যেখানে যেখানে যেতেন, ওনার কুকুর ওনার পেছনে পেছনে যেত।"
3999,His dog follows him wherever he goes.,"ও যেখানে যেখানে যেও, ওর কুকুর ওর পেছনে পেছনে যেত।"
4000,His dog follows him wherever he goes.,"সে যেখানে যেখানে যেত, তার কুকুর তার পেছনে পেছনে যেত।"
4001,How can I get to the hospital by bus?,আমি বাসে করে হাসপাতালে কিভাবে যাব?
4002,How much does it cost for one person?,একজনের জন্য কত টাকা লাগবে?
4003,I bought this medicine for my father.,এই অষুধটা আমি আমার বাবার জন্য কিনেছি।
4004,I can't tell one twin from the other.,আমি একজন জমজের থেকে আর একজনকে আলাদা করে চিনতে পারি না।
4005,I do not want to reply to his letter.,আমি এই চিঠিটার উত্তর দিতে চাই না।
4006,I don't think we'll have enough time.,আমার মনে হয় না আমরা যথেষ্ট সময় পাবো।
4007,I don't want Tom to see me like that.,আমি চাই না টম আমাকে ওই অবস্থায় দেখুক।
4008,I don't want Tom to see me like this.,আমি চাই না টম আমাকে এই অবস্থায় দেখুক।
4009,I know that we still love each other.,আমি জানি আমরা একে অপরকে এখনো ভালোবাসি।
4010,I really don't want to eat right now.,আমি সত্যিই এখন খেতে চাই না।
4011,I worked as a waiter for three years.,আমি ওয়েটার হিসাবে তিন বছর কাজ করেছি।
4012,I would like an air-conditioned room.,আমার একটী শীততাপ নিয়ন্ত্রিত ঘর চাই।
4013,I'll return to Australia in two days.,আমি দুদিনে অস্ট্রেলিয়া ফিরে যাব।
4014,It has happened at least three times.,এরকম অন্তত তিনবার ঘটেছে।
4015,Language is a means of communication.,ভাষা হোলো যোগাযোগের একটা মাধ্যম।
4016,Nothing remained in the refrigerator.,ফ্রিজে আর কিছুই অবশিষ্ট রইলো না।
4017,Tell Tom that I'm still in a meeting.,টমকে বলুন যে আমি এখনও মিটিংএ রয়েছি।
4018,The terrorists released the hostages.,আতঙ্কবাদীরা বন্দিদের ছেড়ে দিলো।
4019,There's so much I want to say to you.,তোমাকে আমার অনেক কিছু বলার ইচ্ছে আছে।
4020,There's so much I want to say to you.,আপনাকে আমার কত কিছু বলার ইচ্ছা আছে।
4021,Tom came back to Boston last October.,টম গত অক্টোবর বস্টনে ফিরে এসেছে।
4022,Tom has been crying almost every day.,টম প্রায় প্রত্যেক দিন কেঁদেছে।
4023,Tom has been to Boston several times.,টম অনেকবার বস্টন গেছেন।
4024,Tom has been working here since 2013.,টম এখানে ২০১৩ থেকে কাজ করছে।
4025,Tom has come to pick up his children.,টম ওর বাচ্চাদের নিতে এসেছে।
4026,"Tom is tall, but not as tall as I am.","টম লম্বা, কিন্তু আমার মতো লম্বা নয়।"
4027,Tom told me he wants to go to Boston.,টম আমাকে বললো যে সে বস্টন যেতে চায়।
4028,Tom usually goes to bed at ten-forty.,টম সাধারণত দশটা চল্লিশ নাগাদ শুতে যায়।
4029,Tom was arrested for drunken driving.,টম মাতাল অবস্থায় গাড়ি চালাবার জন্য গ্রেফতার হয়েছে।
4030,Translate this sentence into English.,এই বাক্যটি ইংরাজিতে অনুবাদ করুন।
4031,Turn right at the end of that street.,রাস্তাটার শেষে ডানদিকে বেঁকে যাবেন।
4032,What is the total number of students?,মোট ছাত্রের সংখ্যা কত?
4033,What languages are spoken in America?,আমেরিকাতে কোন কোন ভাষায় কথা বলা হয়?
4034,What time does the airport bus leave?,এয়ারপোর্টের বাসটা কটায় ছাড়ে?
4035,What time does the first train leave?,প্রথম ট্রেনটা কটার সময় ছাড়ে?
4036,What time does the train reach Osaka?,ট্রেনটা কটার সময় ওসাকা পৌঁছায়?
4037,When does the train leave for Boston?,বস্টনের ট্রেনটা কখন ছাড়ে?
4038,You're not going to get away with it.,আপনি এর থেকে পার পেয়ে যাবেন না।
4039,Could you please repeat it once again?,আপনি কি অনুগ্রহ করে আর একবার বলতে পারবেন?
4040,How are you? Did you have a good trip?,কেমন আছেন? যাত্রা ভালো ছিল তো?
4041,How are you? Did you have a good trip?,কেমন আছো? যাত্রা ভালো ছিল তো?
4042,How many times do I have to apologize?,আমাকে কতবার ক্ষমা চাইতে হবে?
4043,I don't feel like eating anything now.,আমার এখন কিছুই খেতে ইচ্ছে করছে না।
4044,I don't understand what you're saying.,আপনি কি বলছেন আমি বুঝতে পারছি না।
4045,I don't understand what you're saying.,তুমি কি বলছো আমি বুঝতে পারছি না।
4046,I don't want to talk about it anymore.,আমি এই ব্যাপারে আর কোনো কথা বলতে চাই না।
4047,I know a store where you can buy that.,আমি একটা দোকান চিনি যেখান থেকে আপনি ওইটা কিনতে পারবেন।
4048,I know a store where you can buy that.,আমি একটা দোকান চিনি যেখান থেকে তুমি ওইটা কিনতে পারবে।
4049,I must have lost my key along the way.,আমি নিশ্চই আমার চাবিটা রাস্তায় হারিয়ে ফেলেছি।
4050,I once wanted to be an astrophysicist.,আমি একসময় জ্যোতির্বিজ্ঞানী হতে চেয়েছিলাম।
4051,I still haven't found my contact lens.,আমি এখনো আমার কন্ট্যাক্ট লেন্সটি পাইনি।
4052,I told them to send me another ticket.,আমি ওনাদের আর একটা টিকিট পাঠাতে বলেছি।
4053,Is there a nonstop flight to New York?,নিউ ইয়র্কের কোনো একটানা ফ্লাইট আছে?
4054,It rained continuously for three days.,তিন দিন ধরে বৃষ্টি পড়লো।
4055,She has very nice-looking handwriting.,ওনার হাতের লেখা দেখতে খুব সুন্দর।
4056,The two countries negotiated a treaty.,দেশ দুটি নিজেদের মধ্যে একটি চুক্তি সম্পাদিত করলো।
4057,This book is also available in French.,এই বইটা ফরাসিতেও পাওয়া যায়।
4058,This book is only available in French.,এই বইটা শুধু ফরাসিতেই পাওয়া যায়।
4059,Tom lives in a small town near Boston.,টম বস্টনের কাছে একটা ছোট শহরে থাকে।
4060,Turn left at the second traffic light.,দ্বিতীয় ট্রাফিক লাইটে বাঁদিকে বেঁকে যাবেন।
4061,Where is the boarding gate for UA 111?,UA 111 তে ওঠার দরজাটা কোথায়?
4062,Yesterday was my seventeenth birthday.,গতকাল আমার সতেরোতম জন্মদিন ছিলো।
4063,You'll need a ticket to travel by bus.,বাসে করে ঘুরতে হলে আপনাকে টিকিট কাটতে হবে।
4064,Your daughter is not a child any more.,তোমার মেয়ে আর বাচ্চা নেই।
4065,A lot of people attended Tom's funeral.,টমের অন্ত্যেষ্টিক্রিয়াতে অনেকে অংশগ্রহণ করেছিল।
4066,At what age do you want to get married?,তুমি কত বছর বয়সে বিয়ে করতে চাও?
4067,Australia is rich in natural resources.,অস্ট্রেলিয়া প্রাকৃতিক সম্পদে সমৃদ্ধ।
4068,Class doesn't begin until eight-thirty.,সাড়ে আটটার আগে ক্লাস শুরু হয় না।
4069,Could you please speak a little slower?,আপনি কি অনুগ্রহ করে আরেকটু ধীরে ধীরে কথা বলতে পারবেন?
4070,Could you speak a little louder please?,আপনি কি অনুগ্রহ করে আরেকটু জোরে কথা বলতে পারবেন?
4071,Do you know how to pronounce this word?,আপনি জানেন এই শব্দটির উচ্চারণ কিভাবে করতে হয়?
4072,How long do you study French every day?,তুমি প্রিতিদিন কত ঘন্টা করে ফরাসি শেখো?
4073,How long has Tom been living in Boston?,টম বস্টনে কত বছর ধরে আছে?
4074,How much does it cost to get to Boston?,বস্টন যাওয়ার জন্য কত খরচা পরবে?
4075,I don't understand what you are saying.,আপনি কি বলছেন আমি বুঝতে পারছি না।
4076,I don't understand what you are saying.,তুমি কি বলছো আমি বুঝতে পারছি না।
4077,I don't want to eat anything right now.,আমি এখন কিছুই খেতে চাই না।
4078,I'd like to check out tomorrow morning.,আমি কাল সকালে ঘরটা ছেরে দিতে চাই।
4079,I've done some things I'm not proud of.,আমি এমন কিছু কাজ করেছি যাতে আমি গর্বিত নই।
4080,It looks like I'm going to arrive late.,দেখে মনে হচ্ছে আমার পৌছাত দেরি হয়ে যাবে।
4081,Names are listed in alphabetical order.,নামগুলি বর্ণানুক্রমে লিপিবদ্ধ করা আছে।
4082,She acknowledged having made a mistake.,উনি যে ভুল করেছিলেন সেটা স্বীকার করলেন।
4083,Their parents tried to keep them apart.,তাদের বাবা-মায়েরা তাদেরকে দূরে রাখতে চেষ্টা করেছিলেন।
4084,Tom shouldn't have spent so much money.,টমের এত টাকা খরচা করা উচিৎ হয়নি।
4085,We'll never be able to play any better.,আমরা কখনই এর থেকে ভালো খেলতে পারবো না।
4086,We're not yet sure what the problem is.,আমারা সমস্যাটার ব্যাপারে এখনো নিশ্চিত হইনি।
4087,"Will you show me your passport, please?",অনুগ্রহ করে আপনার পাসপোর্টটি দেখাবেন?
4088,Would you like to come fishing with us?,আপনি কি আমাদের সাথে মাছ ধরতে যাবেন?
4089,Would you like to come fishing with us?,আপনারা কি আমাদের সাথে মাছ ধরতে যাবেন?
4090,Would you like to come fishing with us?,তুমি কি আমাদের সাথে মাছ ধরতে যাবে?
4091,Would you like to come fishing with us?,তোমরা কি আমাদের সাথে মাছ ধরতে যাবে?
4092,Are you sure the person you saw was Tom?,আপনি যে লোককে দেখেছেন সেটা যে টম সেই ব্যাপারে আপনি নিশ্চিত?
4093,Have you ever heard Tom speaking French?,আপনি কি কখনো টমকে ফরাসিতে কথা বলতে শুনেছেন?
4094,Have you ever heard Tom speaking French?,তুমি কি কখনো টমকে ফরাসিতে কথা বলতে শুনেছো?
4095,He didn't want to talk about it anymore.,উনি আর এই ব্যপারে কোনো কথা বলতে চান না।
4096,How long have you been living in Boston?,আপনি বস্টনে কত বছর ধরে আছেন?
4097,How long have you been living in Boston?,তুমি বস্টনে কত বছর ধরে আছো?
4098,I am proud to be a part of this project.,আমি এই প্রকল্পের একটি অংশ হয়ে গর্বিত।
4099,"I can read French, but I can't speak it.","আমি ফরাসি পড়তে পারি, কিন্তু বলতে পারি না।"
4100,I don't know if I'll have time to do it.,আমি জানিনা এটা করার জন্য সময় পাব কি না।
4101,I downloaded the file that Tom uploaded.,টম যে ফাইলটা আপলোড করেছে আমি সেটা ডাউনলোড করলাম।
4102,I found no shoes completely to my taste.,আমি পুরোপুরি আমার পছন্দ মতো কোনো জুতো পেলাম না।
4103,I think it's time you and Tom went home.,আমার মনে হয় তোমার আর টমের বাড়ি যাওয়ার সময় হয়ে গেছে।
4104,I've given up on trying to surprise you.,আমি আপনাকে অবাক করার চেষ্টা ছেড়ে দিয়েছি।
4105,My brother is two years older than I am.,আমার ভাই আমার থেকে দু' বছরের বড়।
4106,The accident occurred yesterday morning.,দুর্ঘটনাটা গতকাল সকালে ঘটেছে।
4107,The servants' screams awakened everyone.,চাকরগুলোর চিৎকার সবাইকে জাগিয়ে দিলো।
4108,This is the shortest way to the station.,এটা কি স্টেশনে যাওয়ার সবথেকে ছোট রাস্তা?
4109,This river flows into the Pacific Ocean.,এই নদীটি প্রশান্ত মহাসাগরে গিয়ে পড়ে।
4110,Tom is watching a movie on his computer.,টম তার কম্পিউটারে চলচ্চিত্র দেখছে।
4111,Tom reads the Washington Post every day.,টম প্রত্যেকদিন ওয়াশিংটন পোষ্ট পরেন।
4112,Tom shouldn't have left the window open.,টমের জানালার দরজাটা খুলে রাখা উচিৎ হয় নি।
4113,Tom stared at Mary from across the room.,ঘরের মধ্যে দিয়ে টম মেরির দিকে চাইল।
4114,"Well, the night is quite long, isn't it?","রাতটা খুব বড়ো, তাই না?"
4115,What do you want to be when you grow up?,তুমি বড়ো হয়ে কী হতে চাও?
4116,What do you want to be when you grow up?,তুই বড়ো হয়ে কী হতে চাস?
4117,What's your favorite television program?,আপনার প্রিয় টেলিভিশন কার্যক্রমটা কী?
4118,What's your favorite television program?,তোমারে প্রিয় টেলিভিশন কার্যক্রমটা কী?
4119,Where is the tourist information office?,পর্যটন অফিসটা কোথায়?
4120,Would you like to come shopping with me?,তোমরা কি আমার সাথে কেনাকাটা করতে যেতে যাবে?
4121,Would you like to come shopping with me?,তুমি কি আমার সাথে কেনাকাটা করতে যেতে যাবে?
4122,Would you like to come shopping with me?,আপনারা কি আমার সাথে কেনাকাটা করতে যেতে যাবেন?
4123,Would you like to come shopping with me?,আপনি কি আমার সাথে কেনাকাটা করতে যেতে যাবেন?
4124,Can you please repeat what you just said?,আপনি যেটা বললেন সেটা কি দয়া করে আর একবার বলতে পারবেন?
4125,Can you recommend a good hotel in Boston?,আপনি বস্টনে কোনো ভাল হোটেলের সুপারিশ করতে পারবেন?
4126,"Could you write down the address, please?",আপনি কি দয়া করে ঠিকানাটা লিখে দিতে পারবেন?
4127,Divorce is becoming more common nowadays.,বিবাহবিচ্ছেদ এখনকার দিনে খুবই সাধারণ হইয়ে গেছে।
4128,He doesn't eat anything other than fruit.,সে ফল ছাড়া অন্য কিছু খায় না।
4129,He doesn't eat anything other than fruit.,ও ফল ছাড়া অন্য কিছু খায় না।
4130,He doesn't eat anything other than fruit.,উনি ফল ছাড়া অন্য কিছু খান না।
4131,He doesn't eat anything other than fruit.,তিনি ফল ছাড়া অন্য কিছু খান না।
4132,How can I get to the nearest post office?,সবথেকে কাছের ডাকঘরে কিভাবে যাব?
4133,I would like to be a pilot in the future.,আমি ভবিষ্যতে পাইলট হতে চাই।
4134,I'd like a room facing the ocean instead.,তার বদলে আমার সমুদ্রের দিকে মুখ করা একটা ঘর চাই।
4135,I'd like to reserve a seat on this train.,আমি এই ট্রেনে একটা আসন সংরক্ষণ করতে চাই।
4136,I'll call them tomorrow when I come back.,আমি কাল যখন ফিরবো ওদেরকে একবার কল করবো।
4137,I'll call them tomorrow when I come back.,আমি কাল যখন ফিরবো ওনাদেরকে একবার কল করবো।
4138,Some of my friends can speak French well.,আমার বন্ধুদের মধ্যে কেউ কেউ ভালো ফরাসি বলতে পারে।
4139,That's the difference between you and me.,আপনার আমার মধ্যে একটা পার্থক্য আছে।
4140,The day after tomorrow is Tom's birthday.,আগামী পরশু টমের জন্মদিন।
4141,The room charge is $100 a night plus tax.,ঘর ভারা ট্যাক্স সহ $১০০।
4142,The room was filled with cigarette smoke.,ঘরটা সিগারেটের ধোঁয়ায় ভর্তি হয়ে গেছিল।
4143,Tom didn't want Mary to wear any jewelry.,মেরি যে কোনো গয়ণা পরে সেটা টম চাইত না।
4144,What time does this train reach Yokohama?,ট্রেনটা কটার সময় ইয়োকোহামা পৌঁছায়?
4145,When were potatoes introduced into Japan?,জাপানে কবে থেকে আলুর প্রবর্তন হয়ছিল?
4146,"What time is it now? ""It's ten o'clock.""","এখন কটা বাজে? ""দশটা বাজে।"""
4147,Are you just going to stand there all day?,আপনি কি সারাদিন ওইখানেই দাঁড়িয়ে থাকবেন?
4148,Are you just going to stand there all day?,তুমি কি সারাদিন ওইখানেই দাঁড়িয়ে থাকবে?
4149,How do you expect me to do all this alone?,আপনি কি করে আশা করেন যে আমি এই কাজটা একলা করবো?
4150,How much money would you like to withdraw?,আপনি কত টাকা তুলতে চান?
4151,I arrived at the station ten minutes late.,আমি স্টেশনে দশ মিনিট দেরি করে পৌছেছিলাম।
4152,"I can speak Chinese, but I can't write it.","আমি চাইনিজ বলতে পারি, কিন্তু আমি লিখতে পারি না।"
4153,"I can speak French, but only a little bit.","আমি ফরাসিতে কথা বলতে পারি, কিন্তু খালি একটুখানি।"
4154,I don't think Tom is responsible for that.,আমার মনে হয় না টম এটার জন্য দায়ী।
4155,I need to buy some medicine for my father.,আমি আমার বাবার জন্য কিছু ওষুধ কিনতে চাই।
4156,I think Tom said his last name is Jackson.,আমার মনে হয় টম বলেছিল যে ওর পদবি জ্যাকসন।
4157,I've made that same mistake several times.,আমি সেই একই ভুল বহুবার করেছি।
4158,Is there a public toilet in this building?,এই ইমারতটিতে কি কোনো সর্বজনীন শৌচাগার আছে?
4159,Let me know if there is anything I can do.,আমার কিছু করার থাকলে জানিও।
4160,Let me know if there is anything I can do.,আমার কিছু করার থাকলে জানাবেন।
4161,Mistakes like these are easily overlooked.,এই ধরনের ভুলগুলো খুব সহজেই উপেক্ষা করা হয়।
4162,These two things are completely unrelated.,এই দুটো জিনিস সম্পূর্ণ অসম্পর্কিত।
4163,Tom can't read all these books in one day.,টম একদিনে এতগুলো বই পড়তে পারবে না।
4164,Tom is alone in the dining room with Mary.,টম খাবার ঘরে মেরির সাথে একলা রয়েছে।
4165,Tom is going to be executed in three days.,তিন দিন পরে টমের ফাঁসি হবে।
4166,Tom learned to drive when he was eighteen.,টম যখন আঠারো বছরের ছিলো তখন গাড়ি চালানো শিখেছে।
4167,Tom will never be able to keep up with us.,টম কখোনই আমাদের সাথে পেরে উঠবে না।
4168,What are you going to be when you grow up?,তুমি বড়ো হয়ে কী হবে?
4169,What are you going to be when you grow up?,তুই বড়ো হয়ে কী হবি?
4170,What time does the train for Boston leave?,বস্টনের ট্রেনটা কটার সময় ছাড়ে?
4171,Why don't you try to take your money back?,আপনি আপনার টাকাটা ফেরত নেওয়ার চেষ্টা করছেন না কেন?
4172,Why don't you try to take your money back?,তুমি তোমার টাকাটা ফেরত নেওয়ার চেষ্টা করছ না কেন?
4173,Why don't you try to take your money back?,তুই তোর টাকাটা ফেরত নেওয়ার চেষ্টা করছিস না কেন?
4174,Why were you absent from school yesterday?,তুমি কাল বিদ্যালয়ে অনুপস্থিত ছিলে কেন?
4175,"You're going to have to come with us, Tom.","টম, তোমাকে আমাদের সাথে আসতে হবে।"
4176,You're in no position to make any demands.,আপনি কোনো কিছু দাবী করার মতন জায়গায় নেই।
4177,You've known Tom a lot longer than I have.,আপনি টমকে আমার থেকে অনেক বেশী দিন ধরে চেনেন।
4178,"Pass me the salt, please. ""Here you are.""","অনুগ্রহ করে নুনটা এগিয়ে দেবেন। ""এই নিন।"""
4179,"Pass me the salt, please. ""Here you are.""","অনুগ্রহ করে নুনটা এগিয়ে দেবেন। ""এই নাও।"""
4180,Are tickets for the concert available here?,সঙ্গীতানুষ্ঠানের জন্য টিকিট কি পাওয়া যাচ্ছে?
4181,Could you please repeat what you just said?,আপনি যেটা বললেন সেটা কি দয়া করে আর একবার বলতে পারবেন?
4182,Give me a couple of minutes alone with Tom.,আমাকে একলা টমের সঙ্গে দু মিনিট সময় দাও।
4183,Nothing that Tom does surprises me anymore.,টমের কোন কাজ‌ই এখন আমাকে অবাক করে না।
4184,Tom is the only one who doesn't seem happy.,একমাত্র টমকেই খুশি বলে মনে হচ্ছে না।
4185,Tom sat alone on the porch smoking a cigar.,টম একা একা উঠোনে বসে সিগার খাচ্ছিলো।
4186,Tom seems to know quite lot about baseball.,টম বেসবল সম্বন্ধে অনেক কিছু জানে বলে মনে হচ্ছে।
4187,"Tom was standing at the bar, having a beer.",টম বারে দাঁড়িয়ে বিয়ার খাচ্ছিল।
4188,Tom will arrive in Boston tomorrow morning.,টম আগামীকাল সকালে বস্টনে পৌছাবে।
4189,We need to get in touch with Tom's parents.,টমের বাবা মায়ের সঙ্গে আমাদের যোগাযোগ করা দরকার।
4190,Would you please repeat what you just said?,আপনি যেটা বললেন সেটা কি দয়া করে আর একবার বলতে পারবেন?
4191,You've got to do something about this soon.,আপনাকে খুব তারাতারিই এই ব্যাপারে কিছু একটা করতে হবে।
4192,Don't ask what they think. Ask what they do.,"জিজ্ঞাসা কোর না তারা কি ভাবে, জিজ্ঞাসা করো তারা কি করে।"
4193,"Even if it rains, I'll go swimming tomorrow.",কাল বৃষ্টি হলেও আমি সাঁতার কাটতে যাবো।
4194,Have you ever seen the person in this photo?,আপনি কি এই ছবির মধ্যের লোকটিকে দেখেছেন?
4195,Have you ever seen the person in this photo?,তুমি কি এই ছবির মধ্যের লোকটিকে দেখেছো?
4196,How long does it take to get to the station?,স্টেশনে যেতে কতক্ষণ লাগে?
4197,How much does it cost to stay at that hotel?,ওই হোটেলে থাকার জন্য কত খরচ পরবে?
4198,I can't understand what he is trying to say.,আমি বুঝতে পারছি না উনি কি বলতে চাইছেন।
4199,I have a feeling that Tom doesn't like Mary.,আমার মনে হচ্ছে টম মেরিকে পছন্দ করে না।
4200,I only speak French at home with my parents.,আমি বাড়িতে মা বাবার সঙ্গে খালি ফরাসিতে কথা বলি।
4201,I was able to answer the question correctly.,আমি প্রশ্নটার সঠিক উত্তর দিতে পারিনি।
4202,Life without love is just totally pointless.,ভালবাসা ছাড়া জীবন অর্থহীন।
4203,Tom has three sons. All of them are doctors.,টমের তিনটি ছেলে আছে। তাদের সকলেই ডাক্তার।
4204,Tom lied about his age to get into the club.,টম ক্লাবে ঢোকার জন্য নিজের বয়সের ব্যাপারে মিথ্যে কথা বলেছে।
4205,What number bus do I take to get to Waikiki?,ওয়াইকিকি যাওয়ার জন্য কত নম্বর বাস নেব?
4206,What time does the train arrive at Yokohama?,ট্রেনটা কটার সময় ইয়োকোহামা পৌঁছায়?
4207,"You're not going to get away with this, Tom.","টম, তুমি এর থেকে পার পেয়ে যাবে না।"
4208,You're not the first person to tell me that.,আপনি প্রথম মানুষ নন যে আমাকে এই কথাটা বলেছে।
